Entity,Code,Year,Biofuels production (terrawatt-hours)
Asia Pacific,,2016,1059.4710714043956
Australia,AUS,1990,0
Australia,AUS,1991,0
Australia,AUS,1992,0
Australia,AUS,1993,0
Australia,AUS,1994,0
Australia,AUS,1995,0
Australia,AUS,1996,0
Australia,AUS,1997,0
Australia,AUS,1998,0
Australia,AUS,1999,0
Australia,AUS,2000,0
Australia,AUS,2001,0
Australia,AUS,2002,0
Australia,AUS,2003,0
Australia,AUS,2004,0.5320603488920325
Australia,AUS,2005,2.51035748416111
Australia,AUS,2006,6.8321452432941685
Australia,AUS,2007,8.786251194563896
Australia,AUS,2008,13.870508628243774
Australia,AUS,2009,20.195036142743774
Australia,AUS,2010,25.813774906978423
Australia,AUS,2011,25.912800113771937
Australia,AUS,2012,27.758298377619003
Australia,AUS,2013,23.446441780438604
Australia,AUS,2014,19.608920037959166
Australia,AUS,2015,18.249279338769863
Australia,AUS,2016,16.746110346127853
Austria,AUT,1990,0.73269
Austria,AUT,1991,0.80247
Austria,AUT,1992,0.89551
Austria,AUT,1993,1.0118099999999999
Austria,AUT,1994,0.67454
Austria,AUT,1995,1.30256
Austria,AUT,1996,1.41886
Austria,AUT,1997,1.5351599999999999
Austria,AUT,1998,1.65146
Austria,AUT,1999,1.81428
Austria,AUT,2000,2.1282413955681276
Austria,AUT,2001,2.1224265283671175
Austria,AUT,2002,2.6530331604589015
Austria,AUT,2003,3.1836397925506863
Austria,AUT,2004,5.852663837812348
Austria,AUT,2005,8.489706113468491
Austria,AUT,2006,12.734559170202745
Austria,AUT,2007,25.80867868292801
Austria,AUT,2008,31.25075277796542
Austria,AUT,2009,43.36840530878491
Austria,AUT,2010,45.448883333333335
Austria,AUT,2011,45.30361111111111
Austria,AUT,2012,45.30361111111111
Austria,AUT,2013,43.53833333333333
Austria,AUT,2014,38.29666666666667
Austria,AUT,2015,44.318333333333335
Austria,AUT,2016,48.78
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0
Belgium,BEL,2005,0.10612132641835587
Belgium,BEL,2006,2.599972497249725
Belgium,BEL,2007,16.979412226936958
Belgium,BEL,2008,32.83957459440476
Belgium,BEL,2009,56.49025031257366
Belgium,BEL,2010,70.091616729932
Belgium,BEL,2011,77.26472222222223
Belgium,BEL,2012,65.385
Belgium,BEL,2013,63.607499999999995
Belgium,BEL,2014,66.70916666666668
Belgium,BEL,2015,64.72000000000001
Belgium,BEL,2016,64.89731506849324
Brazil,BRA,1990,719.0737009606135
Brazil,BRA,1991,802.9801998398477
Brazil,BRA,1992,734.5564477776156
Brazil,BRA,1993,711.3947579828257
Brazil,BRA,1994,781.191979520763
Brazil,BRA,1995,795.6758394463478
Brazil,BRA,1996,882.3917077077039
Brazil,BRA,1997,967.2970934783615
Brazil,BRA,1998,881.5801121084236
Brazil,BRA,1999,810.4094210947809
Brazil,BRA,2000,668.0056086367913
Brazil,BRA,2001,715.8273185634997
Brazil,BRA,2002,785.8118313935781
Brazil,BRA,2003,903.3870615567228
Brazil,BRA,2004,914.4809490945493
Brazil,BRA,2005,1001.4443655135516
Brazil,BRA,2006,1115.3397948086085
Brazil,BRA,2007,1445.207294218129
Brazil,BRA,2008,1801.0737909526765
Brazil,BRA,2009,1776.6974680937574
Brazil,BRA,2010,1961.508392971422
Brazil,BRA,2011,1675.0147602252855
Brazil,BRA,2012,1714.1343198836585
Brazil,BRA,2013,1990.3165148526728
Brazil,BRA,2014,2093.9408020028814
Brazil,BRA,2015,2248.3116716488303
Brazil,BRA,2016,2157.551491178603
CIS,,1990,0
CIS,,1991,0
CIS,,1992,0
CIS,,1993,0
CIS,,1994,0
CIS,,1995,0
CIS,,1996,0
CIS,,1997,0
CIS,,1998,0
CIS,,1999,0
CIS,,2000,0
CIS,,2001,0
CIS,,2002,0
CIS,,2003,0
CIS,,2004,0
CIS,,2005,0
CIS,,2006,0
CIS,,2007,0.1811430274971942
CIS,,2008,0.8222222222222222
CIS,,2009,4.175319163860832
CIS,,2010,3.978012766554434
CIS,,2011,3.2223397166105503
CIS,,2012,3.391666666666666
CIS,,2013,2.6722222222222225
CIS,,2014,2.877777777777778
CIS,,2015,2.877777777777778
CIS,,2016,2.8856621004566185
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0
Canada,CAN,1993,0
Canada,CAN,1994,0
Canada,CAN,1995,0
Canada,CAN,1996,0
Canada,CAN,1997,0
Canada,CAN,1998,0
Canada,CAN,1999,6.158862934904602
Canada,CAN,2000,13.441308922558884
Canada,CAN,2001,14.129156144781108
Canada,CAN,2002,14.491442199775506
Canada,CAN,2003,14.491442199775506
Canada,CAN,2004,14.531144781144793
Canada,CAN,2005,17.001799683936664
Canada,CAN,2006,20.18543947648735
Canada,CAN,2007,58.485181702694035
Canada,CAN,2008,63.536818860457466
Canada,CAN,2009,91.42996284157718
Canada,CAN,2010,94.05204093155346
Canada,CAN,2011,110.53485996674381
Canada,CAN,2012,118.30166023186288
Canada,CAN,2013,122.79700749426297
Canada,CAN,2014,138.21367416092963
Canada,CAN,2015,132.85395443554395
Canada,CAN,2016,134.87132178874683
China,CHN,1990,0
China,CHN,1991,0
China,CHN,1992,0
China,CHN,1993,0
China,CHN,1994,0
China,CHN,1995,0
China,CHN,1996,0
China,CHN,1997,0
China,CHN,1998,0
China,CHN,1999,0
China,CHN,2000,0
China,CHN,2001,0.5306066320917803
China,CHN,2002,18.644909381811203
China,CHN,2003,50.52608222131733
China,CHN,2004,63.01598290781461
China,CHN,2005,79.23806644057264
China,CHN,2006,107.60676206509537
China,CHN,2007,114.25387556116712
China,CHN,2008,138.84284511784517
China,CHN,2009,142.37127185201265
China,CHN,2010,184.24084544768237
China,CHN,2011,229.12467541122462
China,CHN,2012,244.54134207789127
China,CHN,2013,272.84038398214585
China,CHN,2014,303.3744064910886
China,CHN,2015,308.569069918934
China,CHN,2016,238.79474563710315
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0
Colombia,COL,2005,1.8114302749719424
Colombia,COL,2006,16.793785861990333
Colombia,COL,2007,17.99059066849492
Colombia,COL,2008,18.31832915160088
Colombia,COL,2009,37.16583502863973
Colombia,COL,2010,52.89453232387143
Colombia,COL,2011,66.57075244917783
Colombia,COL,2012,72.96897117798487
Colombia,COL,2013,75.58275465277175
Colombia,COL,2014,78.6275009717684
Colombia,COL,2015,80.6430513424834
Colombia,COL,2016,72.76861308158368
Europe & Eurasia,,1990,0.73269
Europe & Eurasia,,1991,0.80247
Europe & Eurasia,,1992,2.119953063973064
Europe & Eurasia,,1993,5.3005796632996685
Europe & Eurasia,,1994,13.580920662177329
Europe & Eurasia,,1995,24.44722288439955
Europe & Eurasia,,1996,37.481885387205395
Europe & Eurasia,,1997,46.5745570915861
Europe & Eurasia,,1998,45.00318671793313
Europe & Eurasia,,1999,51.478093401132305
Europe & Eurasia,,2000,87.76343796910392
Europe & Eurasia,,2001,108.23972758852842
Europe & Eurasia,,2002,147.33178923314102
Europe & Eurasia,,2003,197.4553569647758
Europe & Eurasia,,2004,247.69740527497808
Europe & Eurasia,,2005,384.5802780905792
Europe & Eurasia,,2006,612.8357574959846
Europe & Eurasia,,2007,816.5590886575236
Europe & Eurasia,,2008,986.4911297836138
Europe & Eurasia,,2009,1238.116992245448
Europe & Eurasia,,2010,1349.4971732510257
Europe & Eurasia,,2011,1264.9005630867416
Europe & Eurasia,,2012,1364.7128359553922
Europe & Eurasia,,2013,1454.1273271574353
Europe & Eurasia,,2014,1679.9794909580762
Europe & Eurasia,,2015,1629.616242097562
Europe & Eurasia,,2016,1602.2508135730682
European Union,,1990,0.73269
European Union,,1991,0.80247
European Union,,1992,2.119953063973064
European Union,,1993,5.300579663299668
European Union,,1994,13.58092066217733
European Union,,1995,24.44722288439955
European Union,,1996,37.48188538720539
European Union,,1997,46.405308989898984
European Union,,1998,44.85103715488216
European Union,,1999,51.33517887766555
European Union,,2000,87.59656720433946
European Union,,2001,108.06261598778937
European Union,,2002,147.16958170618648
European Union,,2003,197.2428596183032
European Union,,2004,246.87658992601692
European Union,,2005,381.6731664842036
European Union,,2006,606.405474301032
European Union,,2007,807.708611961139
European Union,,2008,969.2707650756082
European Union,,2009,1216.6214239465069
European Union,,2010,1333.5450281767344
European Union,,2011,1245.1738713407217
European Union,,2012,1348.2170576907336
European Union,,2013,1441.475263718765
European Union,,2014,1661.5008978567791
European Union,,2015,1607.2168343616756
European Union,,2016,1579.3884720672465
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0
Finland,FIN,1993,0
Finland,FIN,1994,0
Finland,FIN,1995,0
Finland,FIN,1996,0
Finland,FIN,1997,0
Finland,FIN,1998,0
Finland,FIN,1999,0
Finland,FIN,2000,0
Finland,FIN,2001,0
Finland,FIN,2002,0
Finland,FIN,2003,0
Finland,FIN,2004,0.1816393097643097
Finland,FIN,2005,0.7970293209876552
Finland,FIN,2006,1.4491442199775508
Finland,FIN,2007,6.237426359203379
Finland,FIN,2008,11.782473158030088
Finland,FIN,2009,26.88856
Finland,FIN,2010,34.95978
Finland,FIN,2011,24.132250000000003
Finland,FIN,2012,30.633419999999997
Finland,FIN,2013,38.39063
Finland,FIN,2014,42.693729999999995
Finland,FIN,2015,51.706979999999994
Finland,FIN,2016,51.8486429589041
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.3632786195286194
France,FRA,1993,3.201494107744112
France,FRA,1994,9.064955106621776
France,FRA,1995,18.314955106621774
France,FRA,1996,28.361510942760948
France,FRA,1997,32.72948232323232
France,FRA,1998,31.246896043771045
France,FRA,1999,32.94016554433222
France,FRA,2000,38.65713297520223
France,FRA,2001,38.55151239330287
France,FRA,2002,41.20454555376169
France,FRA,2003,44.893147077604596
France,FRA,2004,47.14438339667304
France,FRA,2005,53.62810847056927
France,FRA,2006,79.32385193570522
France,FRA,2007,134.13478895252948
France,FRA,2008,240.09120146890874
France,FRA,2009,280.095
France,FRA,2010,273.7027777777778
France,FRA,2011,225.06972222222223
France,FRA,2012,249.46388888888887
France,FRA,2013,268.2316666666667
France,FRA,2014,295.50667
France,FRA,2015,292.9597
France,FRA,2016,258.8740100421427
Germany,DEU,1990,0
Germany,DEU,1991,0
Germany,DEU,1992,0.5117200000000001
Germany,DEU,1993,0.5117200000000001
Germany,DEU,1994,2.89587
Germany,DEU,1995,3.61693
Germany,DEU,1996,5.68707
Germany,DEU,1997,9.304
Germany,DEU,1998,10.339070000000001
Germany,DEU,1999,13.43265
Germany,DEU,2000,22.878595002357418
Germany,DEU,2001,28.652758132956176
Germany,DEU,2002,46.69338362407667
Germany,DEU,2003,74.28492849284932
Germany,DEU,2004,107.86518425652136
Germany,DEU,2005,185.24419813013012
Germany,DEU,2006,302.72461675731023
Germany,DEU,2007,377.1777777777778
Germany,DEU,2008,326.22083333333336
Germany,DEU,2009,329.5988888888889
Germany,DEU,2010,351.5069444444445
Germany,DEU,2011,345.0088888888889
Germany,DEU,2012,352.5602777777778
Germany,DEU,2013,322.14944444444444
Germany,DEU,2014,402.42437277777776
Germany,DEU,2015,371.1442283333334
Germany,DEU,2016,371.92858333333334
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,10.535079966330006
India,IND,2001,10.868581649831668
India,IND,2002,11.59315375982039
India,IND,2003,11.955439814814788
India,IND,2004,12.714751683501666
India,IND,2005,14.465797298975946
India,IND,2006,16.976154783137023
India,IND,2007,17.364085738931067
India,IND,2008,19.705597643097637
India,IND,2009,8.941997035240938
India,IND,2010,14.258745403051162
India,IND,2011,24.46844515374276
India,IND,2012,26.578593711866503
India,IND,2013,31.138838952154217
India,IND,2014,40.55175351870876
India,IND,2015,47.65948686159002
India,IND,2016,58.775301883660525
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,1.0277777777777781
Indonesia,IDN,2006,5.138888888888888
Indonesia,IDN,2007,25.18055555555556
Indonesia,IDN,2008,61.666666666666664
Indonesia,IDN,2009,54.51041042457483
Indonesia,IDN,2010,84.09513514363378
Indonesia,IDN,2011,129.09652652935944
Indonesia,IDN,2012,162.4270770912415
Indonesia,IDN,2013,203.53818820235264
Indonesia,IDN,2014,296.25290496375254
Indonesia,IDN,2015,157.50290496375254
Indonesia,IDN,2016,291.12315645375986
Italy,ITA,1990,0
Italy,ITA,1991,0
Italy,ITA,1992,0
Italy,ITA,1993,0
Italy,ITA,1994,0
Italy,ITA,1995,0
Italy,ITA,1996,0
Italy,ITA,1997,0
Italy,ITA,1998,0
Italy,ITA,1999,0
Italy,ITA,2000,8.51296558227251
Italy,ITA,2001,14.856985698569904
Italy,ITA,2002,21.75487191576304
Italy,ITA,2003,28.12215150086441
Italy,ITA,2004,32.98774163130599
Italy,ITA,2005,41.21899672606155
Italy,ITA,2006,69.04109513135597
Italy,ITA,2007,52.05138139837869
Italy,ITA,2008,72.40138139837867
Italy,ITA,2009,89.73879444444445
Italy,ITA,2010,78.85660138888888
Italy,ITA,2011,56.56498222222222
Italy,ITA,2012,34.66735444444444
Italy,ITA,2013,53.14944444444445
Italy,ITA,2014,68.07694444444444
Italy,ITA,2015,67.66583333333332
Italy,ITA,2016,67.85121917808223
Mexico,MEX,1990,0
Mexico,MEX,1991,0
Mexico,MEX,1992,0
Mexico,MEX,1993,0
Mexico,MEX,1994,0
Mexico,MEX,1995,0
Mexico,MEX,1996,0
Mexico,MEX,1997,0
Mexico,MEX,1998,0
Mexico,MEX,1999,0
Mexico,MEX,2000,0
Mexico,MEX,2001,0
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,0
Mexico,MEX,2005,0
Mexico,MEX,2006,0
Mexico,MEX,2007,0.5306066320917803
Mexico,MEX,2008,0.5320603488920325
Mexico,MEX,2009,0.541475213741612
Mexico,MEX,2010,1.6174647970749472
Mexico,MEX,2011,1.4670630927975654
Mexico,MEX,2012,1.7806689631664099
Mexico,MEX,2013,6.7736497034636605
Mexico,MEX,2014,6.7736497034636605
Mexico,MEX,2015,6.7736497034636605
Mexico,MEX,2016,6.79220764785671
Middle East,,1990,0
Middle East,,1991,0
Middle East,,1992,0
Middle East,,1993,0
Middle East,,1994,0
Middle East,,1995,0
Middle East,,1996,0
Middle East,,1997,0
Middle East,,1998,0
Middle East,,1999,0
Middle East,,2000,0
Middle East,,2001,0
Middle East,,2002,0
Middle East,,2003,0
Middle East,,2004,0
Middle East,,2005,0
Middle East,,2006,0
Middle East,,2007,0
Middle East,,2008,0
Middle East,,2009,0
Middle East,,2010,0.5306066320917803
Middle East,,2011,0.5306066320917803
Middle East,,2012,0.5320603488920325
Middle East,,2013,0.5306066320917803
Middle East,,2014,0.5306066320917803
Middle East,,2015,0.5306066320917803
Middle East,,2016,0.5320603488920325
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,0
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0
Netherlands,NLD,1999,0
Netherlands,NLD,2000,0
Netherlands,NLD,2001,0
Netherlands,NLD,2002,0
Netherlands,NLD,2003,0
Netherlands,NLD,2004,0.7265572390572388
Netherlands,NLD,2005,0.3622860549943884
Netherlands,NLD,2006,2.7147222222222225
Netherlands,NLD,2007,9.522222222222222
Netherlands,NLD,2008,9.080833333333334
Netherlands,NLD,2009,28.16111111111111
Netherlands,NLD,2010,45.44172375176927
Netherlands,NLD,2011,78.43272184863491
Netherlands,NLD,2012,148.43883395848073
Netherlands,NLD,2013,173.86444444444447
Netherlands,NLD,2014,204.18402009259057
Netherlands,NLD,2015,194.83124231481276
Netherlands,NLD,2016,195.36502654033282
Non-OECD,,1990,728.0720630605013
Non-OECD,,1991,811.8221268847411
Non-OECD,,1992,743.2284049291309
Non-OECD,,1993,718.4787527527471
Non-OECD,,1994,787.6840072906845
Non-OECD,,1995,801.5450691612749
Non-OECD,,1996,887.999372761576
Non-OECD,,1997,972.7179982482828
Non-OECD,,1998,886.1892197683562
Non-OECD,,1999,815.2156456997192
Non-OECD,,2000,683.8065169823997
Non-OECD,,2001,732.8449610165397
Non-OECD,,2002,833.5257493647209
Non-OECD,,2003,986.9510670603242
Non-OECD,,2004,1012.7583661756288
Non-OECD,,2005,1133.133912577462
Non-OECD,,2006,1357.6365362811393
Non-OECD,,2007,1766.593803299437
Non-OECD,,2008,2342.399460662144
Non-OECD,,2009,2389.61342953825
Non-OECD,,2010,2688.778254475638
Non-OECD,,2011,2633.2671688114833
Non-OECD,,2012,2806.354952842377
Non-OECD,,2013,3196.46789492025
Non-OECD,,2014,3605.8723821114454
Non-OECD,,2015,3586.457771638832
Non-OECD,,2016,3652.5872895404923
North America,,1990,176.69275522586966
North America,,1991,204.7392244668915
North America,,1992,232.7856937079125
North America,,1993,272.7964365881033
North America,,1994,304.60812991021345
North America,,1995,320.8464856902354
North America,,1996,230.05660774410762
North America,,1997,304.4592452300787
North America,,1998,332.0426136363639
North America,,1999,352.37529812009006
North America,,2000,396.8392115600445
North America,,2001,434.2527104553712
North America,,2002,523.8913919588384
North America,,2003,682.1648789301549
North America,,2004,828.7693058812264
North America,,2005,971.1230370130266
North America,,2006,1261.1612036096499
North America,,2007,1769.640957507454
North America,,2008,2498.6672900923427
North America,,2009,2855.3786856336483
North America,,2010,3357.17181764434
North America,,2011,3738.6699864690536
North America,,2012,3586.7297569933676
North America,,2013,3741.5069969646415
North America,,2014,3970.1425903692143
North America,,2015,4076.2150019998267
North America,,2016,4302.724719879063
OECD,,1990,177.42544522586965
OECD,,1991,205.5416944668915
OECD,,1992,234.90564677188556
OECD,,1993,278.0970162514029
OECD,,1994,318.18905057239084
OECD,,1995,345.29370857463493
OECD,,1996,267.538493131313
OECD,,1997,351.0338023216648
OECD,,1998,377.04580035429706
OECD,,1999,403.85339152122236
OECD,,2000,484.60264952914844
OECD,,2001,542.4924380438998
OECD,,2002,671.329302518398
OECD,,2003,879.8324785477673
OECD,,2004,1076.1269028182276
OECD,,2005,1357.0206930963648
OECD,,2006,1881.0357927061805
OECD,,2007,2591.225454820419
OECD,,2008,3488.5961385351748
OECD,,2009,4115.746558047957
OECD,,2010,4755.368419997908
OECD,,2011,5023.191172563804
OECD,,2012,4969.837428374853
OECD,,2013,5211.20910867819
OECD,,2014,5663.614930272717
OECD,,2015,5720.354826514835
OECD,,2016,5919.657232803109
Other Asia Pacific,,1990,0
Other Asia Pacific,,1991,0
Other Asia Pacific,,1992,0
Other Asia Pacific,,1993,0
Other Asia Pacific,,1994,0
Other Asia Pacific,,1995,0
Other Asia Pacific,,1996,0
Other Asia Pacific,,1997,0
Other Asia Pacific,,1998,0
Other Asia Pacific,,1999,0
Other Asia Pacific,,2000,0
Other Asia Pacific,,2001,0
Other Asia Pacific,,2002,0
Other Asia Pacific,,2003,0
Other Asia Pacific,,2004,0
Other Asia Pacific,,2005,1.1639910419613364
Other Asia Pacific,,2006,16.79763248063397
Other Asia Pacific,,2007,26.35041128999305
Other Asia Pacific,,2008,45.32382248313853
Other Asia Pacific,,2009,55.61345118300953
Other Asia Pacific,,2010,51.474149917411125
Other Asia Pacific,,2011,80.49037955844595
Other Asia Pacific,,2012,115.92361233702701
Other Asia Pacific,,2013,143.51109813864988
Other Asia Pacific,,2014,217.8773092172121
Other Asia Pacific,,2015,222.48167881125164
Other Asia Pacific,,2016,219.74119450405337
Other Europe & Eurasia,,1990,0
Other Europe & Eurasia,,1991,0
Other Europe & Eurasia,,1992,0.34944444444444445
Other Europe & Eurasia,,1993,0.5755555555555556
Other Europe & Eurasia,,1994,0.9455555555555557
Other Europe & Eurasia,,1995,1.2127777777777777
Other Europe & Eurasia,,1996,2.0144444444444445
Other Europe & Eurasia,,1997,3.0059147683537857
Other Europe & Eurasia,,1998,1.765760674162092
Other Europe & Eurasia,,1999,3.2909978568000904
Other Europe & Eurasia,,2000,7.073537431431115
Other Europe & Eurasia,,2001,13.798830522631219
Other Europe & Eurasia,,2002,15.561545889362264
Other Europe & Eurasia,,2003,16.759356139494802
Other Europe & Eurasia,,2004,19.488621078105485
Other Europe & Eurasia,,2005,35.143130501138145
Other Europe & Eurasia,,2006,47.314050718911176
Other Europe & Eurasia,,2007,58.88810711877207
Other Europe & Eurasia,,2008,112.17066560090436
Other Europe & Eurasia,,2009,138.41885332981326
Other Europe & Eurasia,,2010,138.0243652988453
Other Europe & Eurasia,,2011,143.64338616349391
Other Europe & Eurasia,,2012,166.09275516604092
Other Europe & Eurasia,,2013,157.14115692019158
Other Europe & Eurasia,,2014,181.46674367659642
Other Europe & Eurasia,,2015,203.38069393830455
Other Europe & Eurasia,,2016,204.77210597242293
Other South & Central America,,1990,8.273789989898985
Other South & Central America,,1991,8.117354934904602
Other South & Central America,,1992,7.945399912457909
Other South & Central America,,1993,6.35942265993266
Other South & Central America,,1994,5.76745565993266
Other South & Central America,,1995,5.144657604938268
Other South & Central America,,1996,4.881107814814811
Other South & Central America,,1997,4.334046604938268
Other South & Central America,,1998,3.522249494949493
Other South & Central America,,1999,4.081652494949493
Other South & Central America,,2000,4.007210791329154
Other South & Central America,,2001,3.8326687969442195
Other South & Central America,,2002,15.69006945533874
Other South & Central America,,2003,19.296698093297024
Other South & Central America,,2004,18.98879689763257
Other South & Central America,,2005,23.472646911593866
Other South & Central America,,2006,59.68924031043935
Other South & Central America,,2007,69.36921404758051
Other South & Central America,,2008,93.72412467074439
Other South & Central America,,2009,73.77880013944694
Other South & Central America,,2010,26.64820188012909
Other South & Central America,,2011,36.00939833801887
Other South & Central America,,2012,34.86243289399877
Other South & Central America,,2013,41.21008513749848
Other South & Central America,,2014,43.94523926544719
Other South & Central America,,2015,44.10947692128649
Other South & Central America,,2016,43.38851499103428
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,3.622860549943885
Poland,POL,2004,0.7265572390572388
Poland,POL,2005,13.613000684989142
Poland,POL,2006,17.857853741723353
Poland,POL,2007,12.021180788713798
Poland,POL,2008,33.731653888888886
Poland,POL,2009,47.50727555555556
Poland,POL,2010,51.04690472222223
Poland,POL,2011,48.13715805555556
Poland,POL,2012,75.77560277777776
Poland,POL,2013,81.01008527777778
Poland,POL,2014,87.16837805555555
Poland,POL,2015,109.26544416666668
Poland,POL,2016,104.49119833333334
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0.10612132641835587
Portugal,PRT,2006,8.17723734710161
Portugal,PRT,2007,18.858277599999997
Portugal,PRT,2008,17.3290489
Portugal,PRT,2009,26.2540272
Portugal,PRT,2010,33.028037
Portugal,PRT,2011,38.4107499
Portugal,PRT,2012,32.053094099999996
Portugal,PRT,2013,31.913301500000003
Portugal,PRT,2014,35.0314208
Portugal,PRT,2015,37.29485139999999
Portugal,PRT,2016,34.601680555555554
South & Central America,,1990,727.3474909505125
South & Central America,,1991,811.0975547747523
South & Central America,,1992,742.5018476900736
South & Central America,,1993,717.7541806427583
South & Central America,,1994,786.9594351806957
South & Central America,,1995,800.8204970512861
South & Central America,,1996,887.2728155225187
South & Central America,,1997,971.6311400832997
